# dataset: NCI1
# max_tree_size: 6
# hdim: 8
# epoch: 10
# lr: 0.003
# wd: 0.0001
# bs: 32
epoch,batch,batch_loss,train_accuracy,val_accuracy,fold
0,0,0.8088945150375366,0.0,0.5412621359223301,1
0,1,0.7760436534881592,0.00027041644131963225,0.4830097087378641,1
0,2,0.7538737058639526,0.0013520822065981612,0.5024271844660194,1
0,3,0.7270998954772949,0.004326663061114116,0.47572815533980584,1
0,4,0.7142794728279114,0.0083829096809086,0.47572815533980584,1
0,5,0.6985055208206177,0.011898323418063819,0.4733009708737864,1
0,6,0.6858810782432556,0.0159545700378583,0.46601941747572817,1
0,7,0.665184736251831,0.020281233098972416,0.46116504854368934,1
0,8,0.6421968340873718,0.025148729042725797,0.470873786407767,1
0,9,0.6318944692611694,0.029204975662520283,0.46601941747572817,1
0,10,0.604810893535614,0.03461330448891293,0.4733009708737864,1
0,11,0.6121441721916199,0.03975121687398594,0.4830097087378641,1
0,12,0.561086118221283,0.046241211465657114,0.4344660194174757,1
0,13,0.542369544506073,0.05219037317468902,0.44902912621359226,1
0,14,0.5260801315307617,0.05949161709031909,0.44902912621359226,1
0,15,0.5316339135169983,0.06544077879935101,0.4563106796116505,1
0,16,0.48185575008392334,0.07274202271498108,0.4587378640776699,1
0,17,0.49132606387138367,0.08031368307193078,0.46359223300970875,1
0,18,0.49806174635887146,0.08599242833964305,0.48058252427184467,1
0,19,0.47293347120285034,0.09302325581395349,0.49271844660194175,1
0,20,0.45048534870147705,0.0997836668469443,0.49029126213592233,1
0,21,0.47738975286483765,0.10681449432125473,0.4854368932038835,1
0,22,0.4459384083747864,0.11438615467820444,0.5,1
0,23,0.3983350098133087,0.1224986479177934,0.49029126213592233,1
0,24,0.3952603042125702,0.13061114115738237,0.4975728155339806,1
0,25,0.4146959185600281,0.13872363439697133,0.49514563106796117,1
0,26,0.3546302914619446,0.14737696051919957,0.49514563106796117,1
0,27,0.37279677391052246,0.1552190373174689,0.49514563106796117,1
