# dataset: MUTAG
# max_tree_size: 6
# hdim: 8
# epoch: 10
# lr: 0.003
# wd: 0.0001
# bs: 32
epoch,batch,batch_loss,train_accuracy,val_accuracy,fold
7,5,0.26748955249786377,0.8095238095238095,0.95,2
8,0,0.39313945174217224,0.16666666666666666,0.95,2
8,1,0.37576746940612793,0.3333333333333333,0.95,2
8,2,0.36075255274772644,0.48214285714285715,0.95,2
8,3,0.47283756732940674,0.6309523809523809,0.95,2
8,4,0.48502811789512634,0.7678571428571429,0.95,2
8,5,0.2695315480232239,0.8095238095238095,0.95,2
9,0,0.3842277526855469,0.16666666666666666,0.95,2
9,1,0.37017470598220825,0.3333333333333333,0.95,2
9,2,0.3547113537788391,0.48214285714285715,0.95,2
9,3,0.47237327694892883,0.6428571428571429,0.95,2
9,4,0.48025020956993103,0.7797619047619048,0.95,2
9,5,0.27321958541870117,0.8214285714285714,0.95,2
0,0,0.852005124092102,0.03571428571428571,0.35,3
0,1,0.8306779265403748,0.06547619047619048,0.35,3
0,2,0.8206555843353271,0.10714285714285714,0.35,3
0,3,0.7887924909591675,0.17857142857142858,0.35,3
0,4,0.7867902517318726,0.22023809523809523,0.35,3
0,5,0.7632335424423218,0.23809523809523808,0.35,3
1,0,0.7315093278884888,0.05357142857142857,0.35,3
1,1,0.7301102876663208,0.08928571428571429,0.4,3
1,2,0.7107869982719421,0.14285714285714285,0.6,3
1,3,0.7028489708900452,0.20833333333333334,0.6,3
1,4,0.7008445858955383,0.31547619047619047,0.75,3
1,5,0.6509196758270264,0.35714285714285715,0.75,3
2,0,0.6550372838973999,0.14285714285714285,0.75,3
2,1,0.660956621170044,0.2619047619047619,0.85,3
2,2,0.6408992409706116,0.4166666666666667,0.85,3
2,3,0.6520381569862366,0.5416666666666666,0.85,3
2,4,0.6435973644256592,0.6726190476190477,0.85,3
2,5,0.5877239108085632,0.7202380952380952,0.85,3
3,0,0.6064857840538025,0.16071428571428573,0.85,3
3,1,0.604519784450531,0.30357142857142855,0.85,3
3,2,0.58598792552948,0.4583333333333333,0.85,3
3,3,0.6212224960327148,0.6011904761904762,0.9,3
3,4,0.5993333458900452,0.7261904761904762,0.85,3
3,5,0.5486069917678833,0.7678571428571429,0.85,3
4,0,0.5582389235496521,0.17857142857142858,0.85,3
4,1,0.5599168539047241,0.3392857142857143,0.85,3
4,2,0.534153163433075,0.49404761904761907,0.85,3
4,3,0.6017871499061584,0.6488095238095238,0.85,3
4,4,0.561456024646759,0.7916666666666666,0.85,3
4,5,0.5087360739707947,0.8333333333333334,0.85,3
5,0,0.5134686231613159,0.17857142857142858,0.85,3
5,1,0.523007869720459,0.34523809523809523,0.85,3
5,2,0.4914712905883789,0.5,0.85,3
5,3,0.5883628129959106,0.6547619047619048,0.85,3
5,4,0.5311191082000732,0.7976190476190477,0.85,3
5,5,0.4698522686958313,0.8392857142857143,0.85,3
6,0,0.4718985855579376,0.17857142857142858,0.85,3
6,1,0.4898661971092224,0.34523809523809523,0.85,3
6,2,0.45511069893836975,0.5059523809523809,0.85,3
6,3,0.5788403749465942,0.6666666666666666,0.85,3
6,4,0.5080183148384094,0.8095238095238095,0.85,3
6,5,0.4374896287918091,0.8511904761904762,0.85,3
7,0,0.4353085458278656,0.17857142857142858,0.85,3
7,1,0.4614946246147156,0.34523809523809523,0.85,3
7,2,0.42533913254737854,0.5059523809523809,0.85,3
7,3,0.5716605186462402,0.6666666666666666,0.85,3
7,4,0.4918106198310852,0.8095238095238095,0.85,3
7,5,0.4094083905220032,0.8511904761904762,0.85,3
8,0,0.4034489095211029,0.17857142857142858,0.85,3
8,1,0.437389075756073,0.34523809523809523,0.85,3
8,2,0.4017462432384491,0.5059523809523809,0.85,3
8,3,0.5644230842590332,0.6666666666666666,0.85,3
8,4,0.48122158646583557,0.8095238095238095,0.85,3
8,5,0.38363075256347656,0.8511904761904762,0.85,3
9,0,0.3758549392223358,0.17857142857142858,0.85,3
9,1,0.41681504249572754,0.34523809523809523,0.85,3
9,2,0.38356277346611023,0.5059523809523809,0.85,3
9,3,0.5567861199378967,0.6666666666666666,0.85,3
9,4,0.47505372762680054,0.8095238095238095,0.85,3
9,5,0.35922256112098694,0.8511904761904762,0.85,3
0,0,0.5552580952644348,0.17159763313609466,0.6842105263157895,4
0,1,0.5945729613304138,0.3076923076923077,0.6842105263157895,4
0,2,0.572853684425354,0.46745562130177515,0.6842105263157895,4
0,3,0.6261820197105408,0.6094674556213018,0.6842105263157895,4
0,4,0.5657252073287964,0.7633136094674556,0.6842105263157895,4
0,5,0.5596491098403931,0.8106508875739645,0.6842105263157895,4
1,0,0.5175114274024963,0.17751479289940827,0.6842105263157895,4
1,1,0.5605787038803101,0.3254437869822485,0.6842105263157895,4
1,2,0.5590218901634216,0.46745562130177515,0.6842105263157895,4
1,3,0.5948899984359741,0.6094674556213018,0.7368421052631579,4
1,4,0.5478405952453613,0.757396449704142,0.7368421052631579,4
1,5,0.5036854147911072,0.8047337278106509,0.7894736842105263,4
2,0,0.4821101129055023,0.1834319526627219,0.7894736842105263,4
2,1,0.523540735244751,0.34911242603550297,0.7894736842105263,4
2,2,0.5492250323295593,0.4911242603550296,0.8421052631578947,4
2,3,0.5628471374511719,0.6449704142011834,0.8421052631578947,4
2,4,0.5303547978401184,0.7928994082840237,0.8421052631578947,4
2,5,0.4467005133628845,0.8402366863905325,0.8421052631578947,4
3,0,0.4469131827354431,0.1834319526627219,0.8421052631578947,4
3,1,0.48796987533569336,0.3609467455621302,0.8947368421052632,4
3,2,0.5412015914916992,0.4970414201183432,0.8947368421052632,4
3,3,0.5345465540885925,0.6568047337278107,0.8947368421052632,4
3,4,0.5140604972839355,0.8047337278106509,0.8947368421052632,4
3,5,0.3923271894454956,0.8520710059171598,0.8947368421052632,4
4,0,0.41340339183807373,0.17751479289940827,0.9473684210526315,4
4,1,0.45662492513656616,0.34911242603550297,0.9473684210526315,4
4,2,0.535323977470398,0.48520710059171596,1.0,4
4,3,0.5123937129974365,0.6449704142011834,1.0,4
4,4,0.5017717480659485,0.7869822485207101,1.0,4
4,5,0.3449060022830963,0.8402366863905325,1.0,4
5,0,0.38344043493270874,0.17751479289940827,0.9473684210526315,4
5,1,0.4291772246360779,0.3431952662721893,0.9473684210526315,4
5,2,0.5304040312767029,0.47928994082840237,0.9473684210526315,4
5,3,0.49811995029449463,0.6390532544378699,0.9473684210526315,4
5,4,0.49396026134490967,0.7810650887573964,0.9473684210526315,4
5,5,0.30647575855255127,0.834319526627219,0.9473684210526315,4
6,0,0.35777148604393005,0.17751479289940827,0.9473684210526315,4
6,1,0.40777871012687683,0.3431952662721893,0.9473684210526315,4
6,2,0.5258134007453918,0.47928994082840237,0.9473684210526315,4
6,3,0.4910261034965515,0.6390532544378699,0.9473684210526315,4
6,4,0.4895937442779541,0.7810650887573964,0.9473684210526315,4
6,5,0.2773287296295166,0.834319526627219,0.9473684210526315,4
7,0,0.33678165078163147,0.17751479289940827,0.9473684210526315,4
7,1,0.3915896713733673,0.3431952662721893,0.9473684210526315,4
7,2,0.5197269320487976,0.47928994082840237,0.9473684210526315,4
7,3,0.4899064898490906,0.6390532544378699,0.9473684210526315,4
7,4,0.48687440156936646,0.7810650887573964,0.9473684210526315,4
7,5,0.2581195533275604,0.834319526627219,0.9473684210526315,4
8,0,0.3198092579841614,0.17751479289940827,0.9473684210526315,4
8,1,0.37932634353637695,0.34911242603550297,0.9473684210526315,4
8,2,0.5135424137115479,0.48520710059171596,0.9473684210526315,4
8,3,0.4920468330383301,0.6449704142011834,0.9473684210526315,4
8,4,0.4843328297138214,0.7869822485207101,0.9473684210526315,4
8,5,0.24547235667705536,0.8402366863905325,0.9473684210526315,4
9,0,0.30558446049690247,0.17751479289940827,0.9473684210526315,4
9,1,0.37031614780426025,0.34911242603550297,0.9473684210526315,4
9,2,0.5071626305580139,0.47928994082840237,0.9473684210526315,4
9,3,0.4964786767959595,0.6390532544378699,0.9473684210526315,4
9,4,0.48165565729141235,0.7810650887573964,0.9473684210526315,4
9,5,0.23748400807380676,0.834319526627219,0.9473684210526315,4
0,0,0.7470247149467468,0.14201183431952663,0.6842105263157895,5
0,1,0.7258994579315186,0.2781065088757396,0.6842105263157895,5
0,2,0.7615177631378174,0.40236686390532544,0.6842105263157895,5
0,3,0.8105499148368835,0.48520710059171596,0.6842105263157895,5
0,4,0.6724992990493774,0.6272189349112426,0.6842105263157895,5
0,5,0.7674335241317749,0.650887573964497,0.6842105263157895,5
1,0,0.6565573811531067,0.14201183431952663,0.6842105263157895,5
1,1,0.65048748254776,0.28402366863905326,0.6842105263157895,5
1,2,0.6607282161712646,0.40828402366863903,0.6842105263157895,5
1,3,0.720919668674469,0.4970414201183432,0.6842105263157895,5
1,4,0.630037248134613,0.6390532544378699,0.6842105263157895,5
1,5,0.6550412774085999,0.6627218934911243,0.6842105263157895,5
2,0,0.5940151214599609,0.13609467455621302,0.631578947368421,5
2,1,0.5993261933326721,0.28402366863905326,0.7368421052631579,5
2,2,0.5841227769851685,0.44970414201183434,0.7368421052631579,5
2,3,0.6558511853218079,0.591715976331361,0.7894736842105263,5
2,4,0.6018860340118408,0.7455621301775148,0.7894736842105263,5
2,5,0.5649235844612122,0.7869822485207101,0.7894736842105263,5
3,0,0.5409918427467346,0.17159763313609466,0.7894736842105263,5
3,1,0.5551905632019043,0.3431952662721893,0.7894736842105263,5
3,2,0.519114077091217,0.5266272189349113,0.7894736842105263,5
3,3,0.6032755970954895,0.6804733727810651,0.7894736842105263,5
3,4,0.5765262842178345,0.8284023668639053,0.7894736842105263,5
3,5,0.48317384719848633,0.8757396449704142,0.7894736842105263,5
4,0,0.49297255277633667,0.17751479289940827,0.7894736842105263,5
4,1,0.5110253691673279,0.3431952662721893,0.8947368421052632,5
4,2,0.4599616229534149,0.514792899408284,0.8947368421052632,5
4,3,0.5591903924942017,0.6686390532544378,0.8947368421052632,5
4,4,0.5589005351066589,0.8106508875739645,0.8947368421052632,5
4,5,0.4064982533454895,0.863905325443787,0.8947368421052632,5
5,0,0.4500492215156555,0.17751479289940827,0.8421052631578947,5
5,1,0.47032302618026733,0.3431952662721893,0.8421052631578947,5
5,2,0.4073247015476227,0.514792899408284,0.8421052631578947,5
5,3,0.5277020335197449,0.6686390532544378,0.8421052631578947,5
5,4,0.5512955188751221,0.8106508875739645,0.8421052631578947,5
5,5,0.339918851852417,0.863905325443787,0.8421052631578947,5
6,0,0.4149315059185028,0.17751479289940827,0.8421052631578947,5
6,1,0.4392779469490051,0.3431952662721893,0.8421052631578947,5
6,2,0.36400488018989563,0.514792899408284,0.8421052631578947,5
6,3,0.5103210210800171,0.6568047337278107,0.8421052631578947,5
6,4,0.5510619282722473,0.7988165680473372,0.8421052631578947,5
6,5,0.28775009512901306,0.8520710059171598,0.8421052631578947,5
7,0,0.388533353805542,0.16568047337278108,0.8421052631578947,5
7,1,0.41659629344940186,0.33136094674556216,0.8421052631578947,5
7,2,0.330796480178833,0.5029585798816568,0.8421052631578947,5
7,3,0.503959059715271,0.6449704142011834,0.8421052631578947,5
7,4,0.5539007186889648,0.7869822485207101,0.8421052631578947,5
7,5,0.2510002851486206,0.8402366863905325,0.8421052631578947,5
8,0,0.3677351474761963,0.15976331360946747,0.8421052631578947,5
8,1,0.398916631937027,0.3254437869822485,0.8421052631578947,5
8,2,0.3055528998374939,0.4970414201183432,0.7894736842105263,5
8,3,0.5058649778366089,0.6390532544378699,0.8421052631578947,5
8,4,0.556285560131073,0.7810650887573964,0.8421052631578947,5
8,5,0.22770588099956512,0.834319526627219,0.8421052631578947,5
9,0,0.35041576623916626,0.16568047337278108,0.8421052631578947,5
9,1,0.38449254631996155,0.33136094674556216,0.8421052631578947,5
9,2,0.28655287623405457,0.5029585798816568,0.8421052631578947,5
9,3,0.5115836262702942,0.6449704142011834,0.8421052631578947,5
9,4,0.5559974312782288,0.7869822485207101,0.8421052631578947,5
9,5,0.2144048511981964,0.8402366863905325,0.8421052631578947,5
0,0,0.6902572512626648,0.10588235294117647,0.8333333333333334,6
0,1,0.6878275275230408,0.19411764705882353,0.8888888888888888,6
0,2,0.6187686920166016,0.3411764705882353,0.7777777777777778,6
0,3,0.616705596446991,0.4764705882352941,0.7777777777777778,6
0,4,0.668726921081543,0.5941176470588235,0.7777777777777778,6
0,5,0.5366045236587524,0.6470588235294118,0.7777777777777778,6
1,0,0.624397337436676,0.12352941176470589,0.8333333333333334,6
1,1,0.6278460025787354,0.2529411764705882,0.8333333333333334,6
1,2,0.5656417012214661,0.40588235294117647,0.8333333333333334,6
1,3,0.5736665725708008,0.5411764705882353,0.8333333333333334,6
1,4,0.6228142976760864,0.6764705882352942,0.8333333333333334,6
1,5,0.4886223375797272,0.7294117647058823,0.8333333333333334,6
2,0,0.5809600949287415,0.12941176470588237,0.8333333333333334,6
2,1,0.5901172161102295,0.25882352941176473,0.8333333333333334,6
2,2,0.5282438397407532,0.4117647058823529,0.8333333333333334,6
2,3,0.5436725616455078,0.5588235294117647,0.8333333333333334,6
2,4,0.5907303690910339,0.6941176470588235,0.8333333333333334,6
2,5,0.44694429636001587,0.7470588235294118,0.8888888888888888,6
3,0,0.5421826839447021,0.12941176470588237,0.8888888888888888,6
3,1,0.5566812753677368,0.2647058823529412,0.9444444444444444,6
3,2,0.4942661225795746,0.4176470588235294,0.9444444444444444,6
3,3,0.5191582441329956,0.5647058823529412,0.9444444444444444,6
3,4,0.5625553131103516,0.7,0.9444444444444444,6
3,5,0.4111329913139343,0.7529411764705882,0.9444444444444444,6
4,0,0.5048516988754272,0.12941176470588237,0.9444444444444444,6
4,1,0.5240006446838379,0.2647058823529412,0.9444444444444444,6
4,2,0.46143683791160583,0.4176470588235294,0.8333333333333334,6
4,3,0.49882572889328003,0.5647058823529412,0.9444444444444444,6
4,4,0.5355919003486633,0.7,0.8888888888888888,6
4,5,0.38264861702919006,0.7529411764705882,0.8333333333333334,6
5,0,0.4681882858276367,0.1411764705882353,0.8333333333333334,6
5,1,0.49157747626304626,0.29411764705882354,0.8333333333333334,6
5,2,0.4303032457828522,0.4470588235294118,0.8333333333333334,6
5,3,0.48274943232536316,0.6,0.8333333333333334,6
5,4,0.509490430355072,0.7352941176470589,0.8333333333333334,6
5,5,0.3614877164363861,0.788235294117647,0.8333333333333334,6
6,0,0.4328155517578125,0.15294117647058825,0.8333333333333334,6
6,1,0.4606587886810303,0.31176470588235294,0.8333333333333334,6
6,2,0.4019087851047516,0.4647058823529412,0.8333333333333334,6
6,3,0.4718396067619324,0.611764705882353,0.8888888888888888,6
6,4,0.48519212007522583,0.7588235294117647,0.8888888888888888,6
6,5,0.34626808762550354,0.8117647058823529,0.8888888888888888,6
7,0,0.400100976228714,0.16470588235294117,0.8333333333333334,6
7,1,0.4326106011867523,0.32941176470588235,0.8888888888888888,6
7,2,0.37734922766685486,0.4823529411764706,0.8333333333333334,6
7,3,0.46566376090049744,0.6294117647058823,0.8888888888888888,6
7,4,0.46430397033691406,0.7764705882352941,0.8888888888888888,6
7,5,0.3357914090156555,0.8294117647058824,0.8888888888888888,6
8,0,0.37080878019332886,0.16470588235294117,0.8888888888888888,6
8,1,0.40811628103256226,0.32941176470588235,0.8888888888888888,6
8,2,0.35690730810165405,0.4823529411764706,0.8888888888888888,6
8,3,0.46324923634529114,0.6294117647058823,0.8888888888888888,6
8,4,0.4476543366909027,0.7764705882352941,0.8888888888888888,6
8,5,0.32868751883506775,0.8294117647058824,0.8888888888888888,6
9,0,0.34536129236221313,0.17647058823529413,0.8888888888888888,6
9,1,0.38727205991744995,0.3411764705882353,0.8888888888888888,6
9,2,0.3403759002685547,0.5,0.8888888888888888,6
9,3,0.4633257985115051,0.6470588235294118,0.8888888888888888,6
9,4,0.4353660047054291,0.7941176470588235,0.8333333333333334,6
9,5,0.32368484139442444,0.8470588235294118,0.8333333333333334,6
0,0,0.6530409455299377,0.1411764705882353,0.1111111111111111,7
0,1,0.634107768535614,0.2823529411764706,0.4444444444444444,7
0,2,0.6622318029403687,0.4176470588235294,0.5555555555555556,7
0,3,0.7629159092903137,0.5117647058823529,0.6666666666666666,7
0,4,0.633921205997467,0.6529411764705882,0.6666666666666666,7
0,5,0.7729634046554565,0.6764705882352942,0.6666666666666666,7
1,0,0.5923291444778442,0.14705882352941177,0.7222222222222222,7
1,1,0.5923275947570801,0.29411764705882354,0.7222222222222222,7
1,2,0.6074186563491821,0.4294117647058823,0.7222222222222222,7
1,3,0.708874523639679,0.5235294117647059,0.7222222222222222,7
1,4,0.604184091091156,0.6705882352941176,0.7222222222222222,7
1,5,0.6979938745498657,0.6941176470588235,0.7222222222222222,7
2,0,0.5417622923851013,0.15294117647058825,0.7222222222222222,7
2,1,0.5553079843521118,0.3,0.7222222222222222,7
2,2,0.5589975714683533,0.43529411764705883,0.7222222222222222,7
2,3,0.6604048609733582,0.5294117647058824,0.7222222222222222,7
2,4,0.5764445662498474,0.6705882352941176,0.7222222222222222,7
2,5,0.6309706568717957,0.7,0.7222222222222222,7
3,0,0.49391019344329834,0.18235294117647058,0.7222222222222222,7
3,1,0.5188983082771301,0.3235294117647059,0.7222222222222222,7
3,2,0.5119916796684265,0.4764705882352941,0.8333333333333334,7
3,3,0.6144325733184814,0.6058823529411764,0.8333333333333334,7
3,4,0.5517363548278809,0.7588235294117647,0.8888888888888888,7
3,5,0.5624241828918457,0.8,0.8888888888888888,7
4,0,0.4430725872516632,0.17647058823529413,0.8333333333333334,7
4,1,0.48061665892601013,0.35294117647058826,0.8333333333333334,7
4,2,0.46293166279792786,0.5235294117647059,0.8333333333333334,7
4,3,0.5622990727424622,0.6764705882352942,0.8333333333333334,7
4,4,0.5295292139053345,0.8235294117647058,0.8333333333333334,7
4,5,0.4779704511165619,0.8764705882352941,0.8333333333333334,7
5,0,0.3978118300437927,0.18235294117647058,0.8333333333333334,7
5,1,0.44264093041419983,0.35294117647058826,0.8333333333333334,7
5,2,0.4168303608894348,0.5294117647058824,0.8333333333333334,7
5,3,0.5130470991134644,0.6823529411764706,0.8333333333333334,7
5,4,0.5166968703269958,0.8294117647058824,0.8333333333333334,7
5,5,0.40357834100723267,0.8823529411764706,0.8333333333333334,7
6,0,0.360554575920105,0.18235294117647058,0.8333333333333334,7
6,1,0.4163855016231537,0.34705882352941175,0.8333333333333334,7
6,2,0.3844286799430847,0.5058823529411764,0.8333333333333334,7
6,3,0.47871077060699463,0.6588235294117647,0.8333333333333334,7
6,4,0.5136803388595581,0.8058823529411765,0.8333333333333334,7
6,5,0.3494906425476074,0.8588235294117647,0.8333333333333334,7
7,0,0.33515849709510803,0.18235294117647058,0.8333333333333334,7
7,1,0.39903441071510315,0.34705882352941175,0.8333333333333334,7
7,2,0.36365175247192383,0.5058823529411764,0.8333333333333334,7
7,3,0.46026793122291565,0.6588235294117647,0.8333333333333334,7
7,4,0.5118399262428284,0.8058823529411765,0.8333333333333334,7
7,5,0.3166961073875427,0.8588235294117647,0.8333333333333334,7
8,0,0.31488656997680664,0.17647058823529413,0.8333333333333334,7
8,1,0.3841431438922882,0.3411764705882353,0.8333333333333334,7
8,2,0.3483204245567322,0.5,0.8333333333333334,7
8,3,0.45318344235420227,0.6470588235294118,0.8333333333333334,7
8,4,0.5057215690612793,0.7941176470588235,0.8333333333333334,7
8,5,0.30017149448394775,0.8470588235294118,0.8333333333333334,7
9,0,0.2957572638988495,0.17647058823529413,0.8333333333333334,7
9,1,0.3690577447414398,0.3411764705882353,0.8333333333333334,7
9,2,0.33555901050567627,0.5,0.8333333333333334,7
9,3,0.45265039801597595,0.6529411764705882,0.8333333333333334,7
9,4,0.49490946531295776,0.8,0.8333333333333334,7
9,5,0.2943044900894165,0.8529411764705882,0.8333333333333334,7
0,0,0.5637596845626831,0.16470588235294117,0.6666666666666666,8
0,1,0.5512940883636475,0.3176470588235294,0.6666666666666666,8
0,2,0.5397990345954895,0.4764705882352941,0.6666666666666666,8
0,3,0.571871817111969,0.6235294117647059,0.6666666666666666,8
0,4,0.5912717580795288,0.7588235294117647,0.6666666666666666,8
0,5,0.49967050552368164,0.8117647058823529,0.6666666666666666,8
1,0,0.49807706475257874,0.15294117647058825,0.6666666666666666,8
1,1,0.5056400299072266,0.31176470588235294,0.6666666666666666,8
1,2,0.48075851798057556,0.47058823529411764,0.6666666666666666,8
1,3,0.5148553848266602,0.6176470588235294,0.6666666666666666,8
1,4,0.5600271821022034,0.7529411764705882,0.7222222222222222,8
1,5,0.4215419888496399,0.8058823529411765,0.8333333333333334,8
2,0,0.4513443410396576,0.15294117647058825,0.8333333333333334,8
2,1,0.470099538564682,0.3058823529411765,0.8333333333333334,8
2,2,0.43310627341270447,0.4647058823529412,0.8333333333333334,8
2,3,0.47247937321662903,0.6235294117647059,0.8333333333333334,8
2,4,0.5404985547065735,0.7705882352941177,0.8333333333333334,8
2,5,0.3672143518924713,0.8235294117647058,0.8333333333333334,8
3,0,0.41473203897476196,0.15294117647058825,0.7777777777777778,8
3,1,0.4401574730873108,0.3058823529411765,0.7222222222222222,8
3,2,0.39560043811798096,0.4647058823529412,0.7222222222222222,8
3,3,0.44233155250549316,0.6235294117647059,0.7777777777777778,8
3,4,0.5273842811584473,0.7705882352941177,0.7777777777777778,8
3,5,0.33253660798072815,0.8235294117647058,0.7777777777777778,8
4,0,0.3824059069156647,0.15294117647058825,0.6666666666666666,8
4,1,0.41567447781562805,0.31176470588235294,0.6666666666666666,8
4,2,0.36690568923950195,0.47058823529411764,0.6666666666666666,8
4,3,0.41969233751296997,0.6294117647058823,0.6666666666666666,8
4,4,0.5213068723678589,0.7764705882352941,0.6666666666666666,8
4,5,0.3125860095024109,0.8294117647058824,0.6666666666666666,8
5,0,0.35445451736450195,0.15294117647058825,0.6111111111111112,8
